resolucion,expediente,matricula,curso,margen,punto,X,Y,sistema,orden_publicacion,bo,url,consulta
023/14,34-96.837/13,sin matrícula: tramo del pueblo,La Caldera,der,12,3563362.26,7280509.12,"sin declarar; columnas rotuladas Y (norte), X (este)",100039394 (anexo),"19.250 y 19.251, 19 y 21/02/2014",,19/09/2026
023/14,34-96.837/13,sin matrícula: tramo del pueblo,La Caldera,der,13,3563322.77,7280395.3,"sin declarar; columnas rotuladas Y (norte), X (este)",100039394 (anexo),"19.250 y 19.251, 19 y 21/02/2014",,19/09/2026
023/14,34-96.837/13,sin matrícula: tramo del pueblo,La Caldera,der,14,3563306.42,7280378.55,"sin declarar; columnas rotuladas Y (norte), X (este)",100039394 (anexo),"19.250 y 19.251, 19 y 21/02/2014",,19/09/2026
023/14,34-96.837/13,sin matrícula: tramo del pueblo,La Caldera,der,15,3563256.91,7280304.67,"sin declarar; columnas rotuladas Y (norte), X (este)",100039394 (anexo),"19.250 y 19.251, 19 y 21/02/2014",,19/09/2026
023/14,34-96.837/13,sin matrícula: tramo del pueblo,La Caldera,der,16,3563261.8,7280181.14,"sin declarar; columnas rotuladas Y (norte), X (este)",100039394 (anexo),"19.250 y 19.251, 19 y 21/02/2014",,19/09/2026
023/14,34-96.837/13,sin matrícula: tramo del pueblo,La Caldera,der,17,3563252.08,7280163.87,"sin declarar; columnas rotuladas Y (norte), X (este)",100039394 (anexo),"19.250 y 19.251, 19 y 21/02/2014",,19/09/2026
023/14,34-96.837/13,sin matrícula: tramo del pueblo,La Caldera,der,18,3563257.33,7280116.48,"sin declarar; columnas rotuladas Y (norte), X (este)",100039394 (anexo),"19.250 y 19.251, 19 y 21/02/2014",,19/09/2026
023/14,34-96.837/13,sin matrícula: tramo del pueblo,La Caldera,der,19,3563231.88,7280085.23,"sin declarar; columnas rotuladas Y (norte), X (este)",100039394 (anexo),"19.250 y 19.251, 19 y 21/02/2014",,19/09/2026
023/14,34-96.837/13,sin matrícula: tramo del pueblo,La Caldera,der,20,3563229.41,7280051.89,"sin declarar; columnas rotuladas Y (norte), X (este)",100039394 (anexo),"19.250 y 19.251, 19 y 21/02/2014",,19/09/2026
023/14,34-96.837/13,sin matrícula: tramo del pueblo,La Caldera,der,21,3563231.3,7280028.66,"sin declarar; columnas rotuladas Y (norte), X (este)",100039394 (anexo),"19.250 y 19.251, 19 y 21/02/2014",,19/09/2026
023/14,34-96.837/13,sin matrícula: tramo del pueblo,La Caldera,der,22,3563236.27,7280012.86,"sin declarar; columnas rotuladas Y (norte), X (este)",100039394 (anexo),"19.250 y 19.251, 19 y 21/02/2014",,19/09/2026
023/14,34-96.837/13,sin matrícula: tramo del pueblo,La Caldera,der,23,3563227.83,7279997.58,"sin declarar; columnas rotuladas Y (norte), X (este)",100039394 (anexo),"19.250 y 19.251, 19 y 21/02/2014",,19/09/2026
023/14,34-96.837/13,sin matrícula: tramo del pueblo,La Caldera,der,24,3563216.57,7279990.83,"sin declarar; columnas rotuladas Y (norte), X (este)",100039394 (anexo),"19.250 y 19.251, 19 y 21/02/2014",,19/09/2026
023/14,34-96.837/13,sin matrícula: tramo del pueblo,La Caldera,der,25,3563196.32,7279984.08,"sin declarar; columnas rotuladas Y (norte), X (este)",100039394 (anexo),"19.250 y 19.251, 19 y 21/02/2014",,19/09/2026
023/14,34-96.837/13,sin matrícula: tramo del pueblo,La Caldera,der,26,3563181.9,7279972.82,"sin declarar; columnas rotuladas Y (norte), X (este)",100039394 (anexo),"19.250 y 19.251, 19 y 21/02/2014",,19/09/2026
023/14,34-96.837/13,sin matrícula: tramo del pueblo,La Caldera,der,27,3563171.56,7279948.01,"sin declarar; columnas rotuladas Y (norte), X (este)",100039394 (anexo),"19.250 y 19.251, 19 y 21/02/2014",,19/09/2026
023/14,34-96.837/13,sin matrícula: tramo del pueblo,La Caldera,der,28,3563132.71,7279909.8,"sin declarar; columnas rotuladas Y (norte), X (este)",100039394 (anexo),"19.250 y 19.251, 19 y 21/02/2014",,19/09/2026
023/14,34-96.837/13,sin matrícula: tramo del pueblo,La Caldera,der,29,3563093.07,7279846.38,"sin declarar; columnas rotuladas Y (norte), X (este)",100039394 (anexo),"19.250 y 19.251, 19 y 21/02/2014",,19/09/2026
023/14,34-96.837/13,sin matrícula: tramo del pueblo,La Caldera,der,30,3563099.91,7279803.36,"sin declarar; columnas rotuladas Y (norte), X (este)",100039394 (anexo),"19.250 y 19.251, 19 y 21/02/2014",,19/09/2026
023/14,34-96.837/13,sin matrícula: tramo del pueblo,La Caldera,der,31,3563079.67,7279725.97,"sin declarar; columnas rotuladas Y (norte), X (este)",100039394 (anexo),"19.250 y 19.251, 19 y 21/02/2014",,19/09/2026
023/14,34-96.837/13,sin matrícula: tramo del pueblo,La Caldera,der,32,3563046.31,7279690.29,"sin declarar; columnas rotuladas Y (norte), X (este)",100039394 (anexo),"19.250 y 19.251, 19 y 21/02/2014",,19/09/2026
023/14,34-96.837/13,sin matrícula: tramo del pueblo,La Caldera,der,33,3562944.19,7279527.29,"sin declarar; columnas rotuladas Y (norte), X (este)",100039394 (anexo),"19.250 y 19.251, 19 y 21/02/2014",,19/09/2026
023/14,34-96.837/13,sin matrícula: tramo del pueblo,La Caldera,der,34,3562890.41,7279465.86,"sin declarar; columnas rotuladas Y (norte), X (este)",100039394 (anexo),"19.250 y 19.251, 19 y 21/02/2014",,19/09/2026
023/14,34-96.837/13,sin matrícula: tramo del pueblo,La Caldera,der,35,3562860.64,7279395.1,"sin declarar; columnas rotuladas Y (norte), X (este)",100039394 (anexo),"19.250 y 19.251, 19 y 21/02/2014",,19/09/2026
023/14,34-96.837/13,sin matrícula: tramo del pueblo,La Caldera,der,36,3562812.23,7279276.66,"sin declarar; columnas rotuladas Y (norte), X (este)",100039394 (anexo),"19.250 y 19.251, 19 y 21/02/2014",,19/09/2026
023/14,34-96.837/13,sin matrícula: tramo del pueblo,La Caldera,der,37,3562801.37,7279230.51,"sin declarar; columnas rotuladas Y (norte), X (este)",100039394 (anexo),"19.250 y 19.251, 19 y 21/02/2014",,19/09/2026
023/14,34-96.837/13,sin matrícula: tramo del pueblo,La Caldera,der,38,3562762.95,7279161.62,"sin declarar; columnas rotuladas Y (norte), X (este)",100039394 (anexo),"19.250 y 19.251, 19 y 21/02/2014",,19/09/2026
023/14,34-96.837/13,sin matrícula: tramo del pueblo,La Caldera,der,39,3562737.51,7279130.22,"sin declarar; columnas rotuladas Y (norte), X (este)",100039394 (anexo),"19.250 y 19.251, 19 y 21/02/2014",,19/09/2026
023/14,34-96.837/13,sin matrícula: tramo del pueblo,La Caldera,der,40,3562704.54,7279068.37,"sin declarar; columnas rotuladas Y (norte), X (este)",100039394 (anexo),"19.250 y 19.251, 19 y 21/02/2014",,19/09/2026
023/14,34-96.837/13,sin matrícula: tramo del pueblo,La Caldera,der,41,3562675.0,7279034.36,"sin declarar; columnas rotuladas Y (norte), X (este)",100039394 (anexo),"19.250 y 19.251, 19 y 21/02/2014",,19/09/2026
023/14,34-96.837/13,sin matrícula: tramo del pueblo,La Caldera,der,42,3562599.52,7278911.75,"sin declarar; columnas rotuladas Y (norte), X (este)",100039394 (anexo),"19.250 y 19.251, 19 y 21/02/2014",,19/09/2026
023/14,34-96.837/13,sin matrícula: tramo del pueblo,La Caldera,der,43,3562552.73,7278834.39,"sin declarar; columnas rotuladas Y (norte), X (este)",100039394 (anexo),"19.250 y 19.251, 19 y 21/02/2014",,19/09/2026
023/14,34-96.837/13,sin matrícula: tramo del pueblo,La Caldera,der,44,3562472.96,7278738.98,"sin declarar; columnas rotuladas Y (norte), X (este)",100039394 (anexo),"19.250 y 19.251, 19 y 21/02/2014",,19/09/2026
023/14,34-96.837/13,sin matrícula: tramo del pueblo,La Caldera,der,45,3562439.56,7278696.46,"sin declarar; columnas rotuladas Y (norte), X (este)",100039394 (anexo),"19.250 y 19.251, 19 y 21/02/2014",,19/09/2026
023/14,34-96.837/13,sin matrícula: tramo del pueblo,La Caldera,der,46,3562401.78,7278660.85,"sin declarar; columnas rotuladas Y (norte), X (este)",100039394 (anexo),"19.250 y 19.251, 19 y 21/02/2014",,19/09/2026
023/14,34-96.837/13,sin matrícula: tramo del pueblo,La Caldera,der,47,3562375.05,7278622.72,"sin declarar; columnas rotuladas Y (norte), X (este)",100039394 (anexo),"19.250 y 19.251, 19 y 21/02/2014",,19/09/2026
023/14,34-96.837/13,sin matrícula: tramo del pueblo,La Caldera,der,48,3562356.15,7278582.48,"sin declarar; columnas rotuladas Y (norte), X (este)",100039394 (anexo),"19.250 y 19.251, 19 y 21/02/2014",,19/09/2026
023/14,34-96.837/13,sin matrícula: tramo del pueblo,La Caldera,der,49,3562329.35,7278541.21,"sin declarar; columnas rotuladas Y (norte), X (este)",100039394 (anexo),"19.250 y 19.251, 19 y 21/02/2014",,19/09/2026
023/14,34-96.837/13,sin matrícula: tramo del pueblo,La Caldera,der,50,3562293.47,7278495.65,"sin declarar; columnas rotuladas Y (norte), X (este)",100039394 (anexo),"19.250 y 19.251, 19 y 21/02/2014",,19/09/2026
023/14,34-96.837/13,sin matrícula: tramo del pueblo,La Caldera,der,51,3562257.63,7278442.18,"sin declarar; columnas rotuladas Y (norte), X (este)",100039394 (anexo),"19.250 y 19.251, 19 y 21/02/2014",,19/09/2026
023/14,34-96.837/13,sin matrícula: tramo del pueblo,La Caldera,der,52,3562224.14,7278399.1,"sin declarar; columnas rotuladas Y (norte), X (este)",100039394 (anexo),"19.250 y 19.251, 19 y 21/02/2014",,19/09/2026
023/14,34-96.837/13,sin matrícula: tramo del pueblo,La Caldera,der,53,3562186.7,7278353.88,"sin declarar; columnas rotuladas Y (norte), X (este)",100039394 (anexo),"19.250 y 19.251, 19 y 21/02/2014",,19/09/2026
023/14,34-96.837/13,sin matrícula: tramo del pueblo,La Caldera,der,54,3562151.43,7278301.19,"sin declarar; columnas rotuladas Y (norte), X (este)",100039394 (anexo),"19.250 y 19.251, 19 y 21/02/2014",,19/09/2026
023/14,34-96.837/13,sin matrícula: tramo del pueblo,La Caldera,der,55,3562119.02,7278263.79,"sin declarar; columnas rotuladas Y (norte), X (este)",100039394 (anexo),"19.250 y 19.251, 19 y 21/02/2014",,19/09/2026
023/14,34-96.837/13,sin matrícula: tramo del pueblo,La Caldera,der,56,3562087.85,7278229.16,"sin declarar; columnas rotuladas Y (norte), X (este)",100039394 (anexo),"19.250 y 19.251, 19 y 21/02/2014",,19/09/2026
023/14,34-96.837/13,sin matrícula: tramo del pueblo,La Caldera,der,57,3562054.52,7278188.43,"sin declarar; columnas rotuladas Y (norte), X (este)",100039394 (anexo),"19.250 y 19.251, 19 y 21/02/2014",,19/09/2026
023/14,34-96.837/13,sin matrícula: tramo del pueblo,La Caldera,der,58,3561987.82,7278157.7,"sin declarar; columnas rotuladas Y (norte), X (este)",100039394 (anexo),"19.250 y 19.251, 19 y 21/02/2014",,19/09/2026
023/14,34-96.837/13,sin matrícula: tramo del pueblo,La Caldera,izq,59,3562496.75,7277906.8,"sin declarar; columnas rotuladas Y (norte), X (este)",100039394 (anexo),"19.250 y 19.251, 19 y 21/02/2014",,19/09/2026
023/14,34-96.837/13,sin matrícula: tramo del pueblo,La Caldera,izq,60,3562568.84,7277976.62,"sin declarar; columnas rotuladas Y (norte), X (este)",100039394 (anexo),"19.250 y 19.251, 19 y 21/02/2014",,19/09/2026
023/14,34-96.837/13,sin matrícula: tramo del pueblo,La Caldera,izq,61,3562560.82,7277994.38,"sin declarar; columnas rotuladas Y (norte), X (este)",100039394 (anexo),"19.250 y 19.251, 19 y 21/02/2014",,19/09/2026
023/14,34-96.837/13,sin matrícula: tramo del pueblo,La Caldera,izq,62,3562552.9,7278034.29,"sin declarar; columnas rotuladas Y (norte), X (este)",100039394 (anexo),"19.250 y 19.251, 19 y 21/02/2014",,19/09/2026
023/14,34-96.837/13,sin matrícula: tramo del pueblo,La Caldera,izq,63,3562569.25,7278065.23,"sin declarar; columnas rotuladas Y (norte), X (este)",100039394 (anexo),"19.250 y 19.251, 19 y 21/02/2014",,19/09/2026
023/14,34-96.837/13,sin matrícula: tramo del pueblo,La Caldera,izq,64,3562569.32,7278082.95,"sin declarar; columnas rotuladas Y (norte), X (este)",100039394 (anexo),"19.250 y 19.251, 19 y 21/02/2014",,19/09/2026
023/14,34-96.837/13,sin matrícula: tramo del pueblo,La Caldera,izq,65,3562573.44,7278096.24,"sin declarar; columnas rotuladas Y (norte), X (este)",100039394 (anexo),"19.250 y 19.251, 19 y 21/02/2014",,19/09/2026
023/14,34-96.837/13,sin matrícula: tramo del pueblo,La Caldera,izq,66,3562577.59,7278118.37,"sin declarar; columnas rotuladas Y (norte), X (este)",100039394 (anexo),"19.250 y 19.251, 19 y 21/02/2014",,19/09/2026
023/14,34-96.837/13,sin matrícula: tramo del pueblo,La Caldera,izq,67,3562585.74,7278131.62,"sin declarar; columnas rotuladas Y (norte), X (este)",100039394 (anexo),"19.250 y 19.251, 19 y 21/02/2014",,19/09/2026
023/14,34-96.837/13,sin matrícula: tramo del pueblo,La Caldera,izq,68,3562610.1,7278144.81,"sin declarar; columnas rotuladas Y (norte), X (este)",100039394 (anexo),"19.250 y 19.251, 19 y 21/02/2014",,19/09/2026
023/14,34-96.837/13,sin matrícula: tramo del pueblo,La Caldera,izq,69,3562642.0,7278168.66,"sin declarar; columnas rotuladas Y (norte), X (este)",100039394 (anexo),"19.250 y 19.251, 19 y 21/02/2014",,19/09/2026
023/14,34-96.837/13,sin matrícula: tramo del pueblo,La Caldera,izq,70,3562660.77,7278246.21,"sin declarar; columnas rotuladas Y (norte), X (este)",100039394 (anexo),"19.250 y 19.251, 19 y 21/02/2014",,19/09/2026
023/14,34-96.837/13,sin matrícula: tramo del pueblo,La Caldera,izq,71,3562688.5,7278303.96,"sin declarar; columnas rotuladas Y (norte), X (este)",100039394 (anexo),"19.250 y 19.251, 19 y 21/02/2014",,19/09/2026
023/14,34-96.837/13,sin matrícula: tramo del pueblo,La Caldera,izq,72,3562722.32,7278375.16,"sin declarar; columnas rotuladas Y (norte), X (este)",100039394 (anexo),"19.250 y 19.251, 19 y 21/02/2014",,19/09/2026
023/14,34-96.837/13,sin matrícula: tramo del pueblo,La Caldera,izq,73,3562765.34,7278436.55,"sin declarar; columnas rotuladas Y (norte), X (este)",100039394 (anexo),"19.250 y 19.251, 19 y 21/02/2014",,19/09/2026
023/14,34-96.837/13,sin matrícula: tramo del pueblo,La Caldera,izq,74,3562692.12,7278558.37,"sin declarar; columnas rotuladas Y (norte), X (este)",100039394 (anexo),"19.250 y 19.251, 19 y 21/02/2014",,19/09/2026
023/14,34-96.837/13,sin matrícula: tramo del pueblo,La Caldera,izq,75,3562841.65,7278862.6,"sin declarar; columnas rotuladas Y (norte), X (este)",100039394 (anexo),"19.250 y 19.251, 19 y 21/02/2014",,19/09/2026
023/14,34-96.837/13,sin matrícula: tramo del pueblo,La Caldera,izq,76,3562889.09,7278909.97,"sin declarar; columnas rotuladas Y (norte), X (este)",100039394 (anexo),"19.250 y 19.251, 19 y 21/02/2014",,19/09/2026
023/14,34-96.837/13,sin matrícula: tramo del pueblo,La Caldera,izq,77,3562912.02,7278960.25,"sin declarar; columnas rotuladas Y (norte), X (este)",100039394 (anexo),"19.250 y 19.251, 19 y 21/02/2014",,19/09/2026
023/14,34-96.837/13,sin matrícula: tramo del pueblo,La Caldera,izq,78,3562925.44,7278976.93,"sin declarar; columnas rotuladas Y (norte), X (este)",100039394 (anexo),"19.250 y 19.251, 19 y 21/02/2014",,19/09/2026
023/14,34-96.837/13,sin matrícula: tramo del pueblo,La Caldera,izq,79,3562940.23,7279004.4,"sin declarar; columnas rotuladas Y (norte), X (este)",100039394 (anexo),"19.250 y 19.251, 19 y 21/02/2014",,19/09/2026
023/14,34-96.837/13,sin matrícula: tramo del pueblo,La Caldera,izq,80,3562976.55,7279050.9,"sin declarar; columnas rotuladas Y (norte), X (este)",100039394 (anexo),"19.250 y 19.251, 19 y 21/02/2014",,19/09/2026
023/14,34-96.837/13,sin matrícula: tramo del pueblo,La Caldera,izq,81,3563022.14,7279072.91,"sin declarar; columnas rotuladas Y (norte), X (este)",100039394 (anexo),"19.250 y 19.251, 19 y 21/02/2014",,19/09/2026
023/14,34-96.837/13,sin matrícula: tramo del pueblo,La Caldera,izq,82,3563068.37,7279165.35,"sin declarar; columnas rotuladas Y (norte), X (este)",100039394 (anexo),"19.250 y 19.251, 19 y 21/02/2014",,19/09/2026
023/14,34-96.837/13,sin matrícula: tramo del pueblo,La Caldera,izq,83,3563103.06,7279234.98,"sin declarar; columnas rotuladas Y (norte), X (este)",100039394 (anexo),"19.250 y 19.251, 19 y 21/02/2014",,19/09/2026
023/14,34-96.837/13,sin matrícula: tramo del pueblo,La Caldera,izq,84,3563128.97,7279289.35,"sin declarar; columnas rotuladas Y (norte), X (este)",100039394 (anexo),"19.250 y 19.251, 19 y 21/02/2014",,19/09/2026
023/14,34-96.837/13,sin matrícula: tramo del pueblo,La Caldera,izq,85,3563160.21,7279326.42,"sin declarar; columnas rotuladas Y (norte), X (este)",100039394 (anexo),"19.250 y 19.251, 19 y 21/02/2014",,19/09/2026
023/14,34-96.837/13,sin matrícula: tramo del pueblo,La Caldera,izq,86,3563175.92,7279350.43,"sin declarar; columnas rotuladas Y (norte), X (este)",100039394 (anexo),"19.250 y 19.251, 19 y 21/02/2014",,19/09/2026
023/14,34-96.837/13,sin matrícula: tramo del pueblo,La Caldera,izq,87,3563192.33,7279367.74,"sin declarar; columnas rotuladas Y (norte), X (este)",100039394 (anexo),"19.250 y 19.251, 19 y 21/02/2014",,19/09/2026
023/14,34-96.837/13,sin matrícula: tramo del pueblo,La Caldera,izq,88,3563236.3,7279387.93,"sin declarar; columnas rotuladas Y (norte), X (este)",100039394 (anexo),"19.250 y 19.251, 19 y 21/02/2014",,19/09/2026
023/14,34-96.837/13,sin matrícula: tramo del pueblo,La Caldera,izq,89,3563271.9,7279414.78,"sin declarar; columnas rotuladas Y (norte), X (este)",100039394 (anexo),"19.250 y 19.251, 19 y 21/02/2014",,19/09/2026
023/14,34-96.837/13,sin matrícula: tramo del pueblo,La Caldera,izq,90,3563306.33,7279453.78,"sin declarar; columnas rotuladas Y (norte), X (este)",100039394 (anexo),"19.250 y 19.251, 19 y 21/02/2014",,19/09/2026
023/14,34-96.837/13,sin matrícula: tramo del pueblo,La Caldera,izq,91,3563333.47,7279485.07,"sin declarar; columnas rotuladas Y (norte), X (este)",100039394 (anexo),"19.250 y 19.251, 19 y 21/02/2014",,19/09/2026
023/14,34-96.837/13,sin matrícula: tramo del pueblo,La Caldera,izq,92,3563349.89,7279514.52,"sin declarar; columnas rotuladas Y (norte), X (este)",100039394 (anexo),"19.250 y 19.251, 19 y 21/02/2014",,19/09/2026
023/14,34-96.837/13,sin matrícula: tramo del pueblo,La Caldera,izq,93,3563363.94,7279553.89,"sin declarar; columnas rotuladas Y (norte), X (este)",100039394 (anexo),"19.250 y 19.251, 19 y 21/02/2014",,19/09/2026
023/14,34-96.837/13,sin matrícula: tramo del pueblo,La Caldera,izq,94,3563368.13,7279608.99,"sin declarar; columnas rotuladas Y (norte), X (este)",100039394 (anexo),"19.250 y 19.251, 19 y 21/02/2014",,19/09/2026
023/14,34-96.837/13,sin matrícula: tramo del pueblo,La Caldera,izq,95,3563358.97,7279648.32,"sin declarar; columnas rotuladas Y (norte), X (este)",100039394 (anexo),"19.250 y 19.251, 19 y 21/02/2014",,19/09/2026
023/14,34-96.837/13,sin matrícula: tramo del pueblo,La Caldera,izq,96,3563345.24,7279683.09,"sin declarar; columnas rotuladas Y (norte), X (este)",100039394 (anexo),"19.250 y 19.251, 19 y 21/02/2014",,19/09/2026
023/14,34-96.837/13,sin matrícula: tramo del pueblo,La Caldera,izq,97,3563328.76,7279707.33,"sin declarar; columnas rotuladas Y (norte), X (este)",100039394 (anexo),"19.250 y 19.251, 19 y 21/02/2014",,19/09/2026
023/14,34-96.837/13,sin matrícula: tramo del pueblo,La Caldera,izq,98,3563319.14,7279742.55,"sin declarar; columnas rotuladas Y (norte), X (este)",100039394 (anexo),"19.250 y 19.251, 19 y 21/02/2014",,19/09/2026
023/14,34-96.837/13,sin matrícula: tramo del pueblo,La Caldera,izq,99,3563318.1,7279778.18,"sin declarar; columnas rotuladas Y (norte), X (este)",100039394 (anexo),"19.250 y 19.251, 19 y 21/02/2014",,19/09/2026
023/14,34-96.837/13,sin matrícula: tramo del pueblo,La Caldera,izq,100,3563333.81,7279835.72,"sin declarar; columnas rotuladas Y (norte), X (este)",100039394 (anexo),"19.250 y 19.251, 19 y 21/02/2014",,19/09/2026
023/14,34-96.837/13,sin matrícula: tramo del pueblo,La Caldera,izq,101,3563345.39,7279844.7,"sin declarar; columnas rotuladas Y (norte), X (este)",100039394 (anexo),"19.250 y 19.251, 19 y 21/02/2014",,19/09/2026
023/14,34-96.837/13,sin matrícula: tramo del pueblo,La Caldera,izq,102,3563353.98,7279868.76,"sin declarar; columnas rotuladas Y (norte), X (este)",100039394 (anexo),"19.250 y 19.251, 19 y 21/02/2014",,19/09/2026
023/14,34-96.837/13,sin matrícula: tramo del pueblo,La Caldera,izq,103,3563356.11,7279904.14,"sin declarar; columnas rotuladas Y (norte), X (este)",100039394 (anexo),"19.250 y 19.251, 19 y 21/02/2014",,19/09/2026
023/14,34-96.837/13,sin matrícula: tramo del pueblo,La Caldera,izq,104,3563356.11,7279930.0,"sin declarar; columnas rotuladas Y (norte), X (este)",100039394 (anexo),"19.250 y 19.251, 19 y 21/02/2014",,19/09/2026
023/14,34-96.837/13,sin matrícula: tramo del pueblo,La Caldera,izq,105,3563353.57,7279944.08,"sin declarar; columnas rotuladas Y (norte), X (este)",100039394 (anexo),"19.250 y 19.251, 19 y 21/02/2014",,19/09/2026
023/14,34-96.837/13,sin matrícula: tramo del pueblo,La Caldera,izq,106,3563342.9,7279970.13,"sin declarar; columnas rotuladas Y (norte), X (este)",100039394 (anexo),"19.250 y 19.251, 19 y 21/02/2014",,19/09/2026
023/14,34-96.837/13,sin matrícula: tramo del pueblo,La Caldera,izq,107,3563332.65,7279983.87,"sin declarar; columnas rotuladas Y (norte), X (este)",100039394 (anexo),"19.250 y 19.251, 19 y 21/02/2014",,19/09/2026
023/14,34-96.837/13,sin matrícula: tramo del pueblo,La Caldera,izq,108,3563385.23,7279997.78,"sin declarar; columnas rotuladas Y (norte), X (este)",100039394 (anexo),"19.250 y 19.251, 19 y 21/02/2014",,19/09/2026
023/14,34-96.837/13,sin matrícula: tramo del pueblo,La Caldera,izq,109,3563405.85,7280011.68,"sin declarar; columnas rotuladas Y (norte), X (este)",100039394 (anexo),"19.250 y 19.251, 19 y 21/02/2014",,19/09/2026
023/14,34-96.837/13,sin matrícula: tramo del pueblo,La Caldera,izq,110,3563458.42,7280057.51,"sin declarar; columnas rotuladas Y (norte), X (este)",100039394 (anexo),"19.250 y 19.251, 19 y 21/02/2014",,19/09/2026
023/14,34-96.837/13,sin matrícula: tramo del pueblo,La Caldera,izq,111,3563513.57,7280094.07,"sin declarar; columnas rotuladas Y (norte), X (este)",100039394 (anexo),"19.250 y 19.251, 19 y 21/02/2014",,19/09/2026
023/14,34-96.837/13,sin matrícula: tramo del pueblo,La Caldera,izq,112,3563524.4,7280109.01,"sin declarar; columnas rotuladas Y (norte), X (este)",100039394 (anexo),"19.250 y 19.251, 19 y 21/02/2014",,19/09/2026
023/14,34-96.837/13,sin matrícula: tramo del pueblo,La Caldera,izq,113,3563540.4,7280178.13,"sin declarar; columnas rotuladas Y (norte), X (este)",100039394 (anexo),"19.250 y 19.251, 19 y 21/02/2014",,19/09/2026
023/14,34-96.837/13,sin matrícula: tramo del pueblo,La Caldera,izq,114,3563548.65,7280233.75,"sin declarar; columnas rotuladas Y (norte), X (este)",100039394 (anexo),"19.250 y 19.251, 19 y 21/02/2014",,19/09/2026
023/14,34-96.837/13,sin matrícula: tramo del pueblo,La Caldera,izq,115,3563556.12,7280281.2,"sin declarar; columnas rotuladas Y (norte), X (este)",100039394 (anexo),"19.250 y 19.251, 19 y 21/02/2014",,19/09/2026
023/14,34-96.837/13,sin matrícula: tramo del pueblo,La Caldera,izq,116,3563553.36,7280325.69,"sin declarar; columnas rotuladas Y (norte), X (este)",100039394 (anexo),"19.250 y 19.251, 19 y 21/02/2014",,19/09/2026
023/14,34-96.837/13,sin matrícula: tramo del pueblo,La Caldera,izq,117,3563556.12,7280393.56,"sin declarar; columnas rotuladas Y (norte), X (este)",100039394 (anexo),"19.250 y 19.251, 19 y 21/02/2014",,19/09/2026
023/14,34-96.837/13,sin matrícula: tramo del pueblo,La Caldera,izq,118,3563571.81,7280439.68,"sin declarar; columnas rotuladas Y (norte), X (este)",100039394 (anexo),"19.250 y 19.251, 19 y 21/02/2014",,19/09/2026
023/14,34-96.837/13,sin matrícula: tramo del pueblo,La Caldera,izq,119,3563599.81,7280499.77,"sin declarar; columnas rotuladas Y (norte), X (este)",100039394 (anexo),"19.250 y 19.251, 19 y 21/02/2014",,19/09/2026
023/14,34-96.837/13,sin matrícula: tramo del pueblo,La Caldera,izq,120,3563656.32,7280586.66,"sin declarar; columnas rotuladas Y (norte), X (este)",100039394 (anexo),"19.250 y 19.251, 19 y 21/02/2014",,19/09/2026
023/14,34-96.837/13,sin matrícula: tramo del pueblo,La Caldera,izq,121,3563688.91,7280614.18,"sin declarar; columnas rotuladas Y (norte), X (este)",100039394 (anexo),"19.250 y 19.251, 19 y 21/02/2014",,19/09/2026
023/14,34-96.837/13,sin matrícula: tramo del pueblo,La Caldera,izq,122,3563737.96,7280643.19,"sin declarar; columnas rotuladas Y (norte), X (este)",100039394 (anexo),"19.250 y 19.251, 19 y 21/02/2014",,19/09/2026
023/14,34-96.837/13,sin matrícula: tramo del pueblo,La Caldera,izq,123,3563748.13,7280646.42,"sin declarar; columnas rotuladas Y (norte), X (este)",100039394 (anexo),"19.250 y 19.251, 19 y 21/02/2014",,19/09/2026
023/14,34-96.837/13,sin matrícula: tramo del pueblo,La Caldera,izq,124,3563775.4,7280654.96,"sin declarar; columnas rotuladas Y (norte), X (este)",100039394 (anexo),"19.250 y 19.251, 19 y 21/02/2014",,19/09/2026
023/14,34-96.837/13,sin matrícula: tramo del pueblo,La Caldera,izq,125,3563788.17,7280655.15,"sin declarar; columnas rotuladas Y (norte), X (este)",100039394 (anexo),"19.250 y 19.251, 19 y 21/02/2014",,19/09/2026
023/14,34-96.837/13,sin matrícula: tramo del pueblo,La Caldera,izq,126,3563823.98,7280659.28,"sin declarar; columnas rotuladas Y (norte), X (este)",100039394 (anexo),"19.250 y 19.251, 19 y 21/02/2014",,19/09/2026
023/14,34-96.837/13,sin matrícula: tramo del pueblo,La Caldera,izq,127,3563858.87,7280671.66,"sin declarar; columnas rotuladas Y (norte), X (este)",100039394 (anexo),"19.250 y 19.251, 19 y 21/02/2014",,19/09/2026
023/14,34-96.837/13,sin matrícula: tramo del pueblo,La Caldera,izq,128,3563903.13,7280699.03,"sin declarar; columnas rotuladas Y (norte), X (este)",100039394 (anexo),"19.250 y 19.251, 19 y 21/02/2014",,19/09/2026
023/14,34-96.837/13,sin matrícula: tramo del pueblo,La Caldera,izq,129,3563935.81,7280744.1,"sin declarar; columnas rotuladas Y (norte), X (este)",100039394 (anexo),"19.250 y 19.251, 19 y 21/02/2014",,19/09/2026
023/14,34-96.837/13,sin matrícula: tramo del pueblo,La Caldera,izq,130,3563957.44,7280794.67,"sin declarar; columnas rotuladas Y (norte), X (este)",100039394 (anexo),"19.250 y 19.251, 19 y 21/02/2014",,19/09/2026
