resolucion,expediente,matricula,curso,margen,punto,X,Y,sistema,orden_publicacion,bo,url,consulta
023/14,34-96.837/13,sin matrícula: tramo del pueblo,La Caldera,izq,131,3563949.6,7280896.56,"sin declarar; columnas rotuladas Y (norte), X (este)",100039394 (anexo),"19.250 y 19.251, 19 y 21/02/2014",,19/09/2026
023/14,34-96.837/13,sin matrícula: tramo del pueblo,La Caldera,izq,132,3563960.06,7280931.41,"sin declarar; columnas rotuladas Y (norte), X (este)",100039394 (anexo),"19.250 y 19.251, 19 y 21/02/2014",,19/09/2026
023/14,34-96.837/13,sin matrícula: tramo del pueblo,La Caldera,izq,133,3564001.25,7280978.43,"sin declarar; columnas rotuladas Y (norte), X (este)",100039394 (anexo),"19.250 y 19.251, 19 y 21/02/2014",,19/09/2026
023/14,34-96.837/13,sin matrícula: tramo del pueblo,La Caldera,izq,134,3564050.93,7281045.7,"sin declarar; columnas rotuladas Y (norte), X (este)",100039394 (anexo),"19.250 y 19.251, 19 y 21/02/2014",,19/09/2026
205/17,34-229.971/16,"2345, secc. A, manz. 148, parc. 32",Chaile o Teodolinda,izq,LRmi01,3559161.5261,7269739.2353,"Gauss-Krüger (declarado; columnas rotuladas Y, X a la manera geodésica)",400011223,"20.249 y 20.250, 25 y 26/04/2018",,19/09/2026
205/17,34-229.971/16,"2345, secc. A, manz. 148, parc. 32",Chaile o Teodolinda,izq,LRmi02,3559174.2416,7269728.7926,"Gauss-Krüger (declarado; columnas rotuladas Y, X a la manera geodésica)",400011223,"20.249 y 20.250, 25 y 26/04/2018",,19/09/2026
205/17,34-229.971/16,"2345, secc. A, manz. 148, parc. 32",Chaile o Teodolinda,der,LRmd09,3559170.0452,7269718.423,"Gauss-Krüger (declarado; columnas rotuladas Y, X a la manera geodésica)",400011223,"20.249 y 20.250, 25 y 26/04/2018",,19/09/2026
211/17,34-229.967/16,"2344, secc. A, manz. 148, parc. 31",Chaile o Teodolinda,izq,LRmi01,3559174.2416,7269728.7926,"Gauss-Krüger (declarado; columnas rotuladas Y, X a la manera geodésica)",400011222,"20.249 y 20.250, 25 y 26/04/2018",,19/09/2026
211/17,34-229.967/16,"2344, secc. A, manz. 148, parc. 31",Chaile o Teodolinda,izq,LRmi02,3559186.0319,7269719.3529,"Gauss-Krüger (declarado; columnas rotuladas Y, X a la manera geodésica)",400011222,"20.249 y 20.250, 25 y 26/04/2018",,19/09/2026
211/17,34-229.967/16,"2344, secc. A, manz. 148, parc. 31",Chaile o Teodolinda,der,LRmd09,3559181.5913,7269709.75,"Gauss-Krüger (declarado; columnas rotuladas Y, X a la manera geodésica)",400011222,"20.249 y 20.250, 25 y 26/04/2018",,19/09/2026
211/17,34-229.967/16,"2344, secc. A, manz. 148, parc. 31",Chaile o Teodolinda,der,LRmd10,3559170.0452,7269718.423,"Gauss-Krüger (declarado; columnas rotuladas Y, X a la manera geodésica)",400011222,"20.249 y 20.250, 25 y 26/04/2018",,19/09/2026
210/17,34-257.289/16,"2343, secc. A, manz. 148, parc. 30",Chaile o Teodolinda,izq,LRmi03,3559186.0319,7269719.3529,"Gauss-Krüger (declarado; columnas rotuladas Y, X a la manera geodésica)",400011254,"20.253 y 20.254, 03 y 04/05/2018",,19/09/2026
210/17,34-257.289/16,"2343, secc. A, manz. 148, parc. 30",Chaile o Teodolinda,izq,LRmi04,3559199.133,7269711.1603,"Gauss-Krüger (declarado; columnas rotuladas Y, X a la manera geodésica)",400011254,"20.253 y 20.254, 03 y 04/05/2018",,19/09/2026
210/17,34-257.289/16,"2343, secc. A, manz. 148, parc. 30",Chaile o Teodolinda,der,LRmd07,3559194.9331,7269700.3558,"Gauss-Krüger (declarado; columnas rotuladas Y, X a la manera geodésica)",400011254,"20.253 y 20.254, 03 y 04/05/2018",,19/09/2026
210/17,34-257.289/16,"2343, secc. A, manz. 148, parc. 30",Chaile o Teodolinda,der,LRmd08,3559181.5913,7269709.76,"Gauss-Krüger (declarado; columnas rotuladas Y, X a la manera geodésica)",400011254,"20.253 y 20.254, 03 y 04/05/2018",,19/09/2026
212/17,34-257.277/16,"2342, secc. A, manz. 148, parc. 29",Chaile o Teodolinda,izq,LRmi04,3559199.133,7269711.1603,"Gauss-Krüger (declarado; columnas rotuladas Y, X a la manera geodésica)",400011255,"20.253 y 20.254, 03 y 04/05/2018",,19/09/2026
212/17,34-257.277/16,"2342, secc. A, manz. 148, parc. 29",Chaile o Teodolinda,izq,LRmi05,3559212.6844,7269703.4615,"Gauss-Krüger (declarado; columnas rotuladas Y, X a la manera geodésica)",400011255,"20.253 y 20.254, 03 y 04/05/2018",,19/09/2026
212/17,34-257.277/16,"2342, secc. A, manz. 148, parc. 29",Chaile o Teodolinda,der,LRmd06,3559208.5063,7269691.8766,"Gauss-Krüger (declarado; columnas rotuladas Y, X a la manera geodésica)",400011255,"20.253 y 20.254, 03 y 04/05/2018",,19/09/2026
212/17,34-257.277/16,"2342, secc. A, manz. 148, parc. 29",Chaile o Teodolinda,der,LRmd07,3559194.9331,7269700.3558,"Gauss-Krüger (declarado; columnas rotuladas Y, X a la manera geodésica)",400011255,"20.253 y 20.254, 03 y 04/05/2018",,19/09/2026
